true_id,true_label,pred_id,pred_label,count
7643,n008225,6693,n007201,7
1282,n001365,2548,n002728,7
3270,n003501,74,n000080,7
7541,n008115,327,n000344,7
5608,n006064,3778,n004038,7
2388,n002552,1494,n001588,7
3862,n004131,6998,n007523,7
7273,n007816,8497,n009137,7
1288,n001372,3623,n003876,7
8426,n009062,44,n000049,7
543,n000568,1113,n001178,7
3730,n003988,1152,n001221,7
8476,n009113,2412,n002579,7
397,n000418,2296,n002454,7
8401,n009037,4008,n004290,7
5027,n005422,647,n000680,7
96,n000103,28,n000032,7
7441,n008000,1182,n001252,7
5414,n005860,1280,n001363,7
1094,n001158,1182,n001252,7
4494,n004832,4469,n004800,7
8298,n008927,183,n000197,7
3882,n004151,876,n000923,7
2383,n002547,2296,n002454,7
5967,n006435,4236,n004538,7
3343,n003579,8227,n008851,7
1492,n001586,4363,n004681,7
1747,n001859,8046,n008660,7
491,n000514,4852,n005227,7
7924,n008525,1352,n001438,7
3574,n003825,8227,n008851,7
7540,n008114,7080,n007612,7
1491,n001585,4008,n004290,7
5247,n005667,8227,n008851,7
1501,n001595,8313,n008944,7
1106,n001170,160,n000173,7
7039,n007568,5289,n005716,7
1131,n001198,1113,n001178,7
3053,n003271,2359,n002522,7
4182,n004483,4016,n004299,7
8247,n008872,4449,n004775,7
5424,n005871,1024,n001082,7
5564,n006018,1791,n001905,7
4833,n005206,327,n000344,7
1830,n001947,1017,n001075,7
8416,n009052,3656,n003912,7
65,n000070,4599,n004947,7
3051,n003269,2941,n003154,7
8295,n008924,6998,n007523,7
1873,n001994,1527,n001621,7
7725,n008311,5753,n006214,7
963,n001017,8220,n008844,7
3384,n003624,74,n000080,7
5341,n005777,1819,n001936,7
6522,n007019,5794,n006256,7
6697,n007205,394,n000415,7
7975,n008582,7015,n007542,7
4717,n005067,4474,n004807,7
4474,n004807,2941,n003154,7
7468,n008033,5050,n005447,7
634,n000666,7808,n008401,7
6467,n006959,7748,n008339,7
4930,n005313,558,n000584,7
1110,n001175,1182,n001252,7
4531,n004870,7480,n008049,7
2745,n002947,1417,n001508,7
1004,n001062,4016,n004299,7
4083,n004373,2467,n002638,7
4432,n004757,4182,n004483,7
4721,n005072,4727,n005079,7
5753,n006214,7725,n008311,7
3085,n003306,7817,n008410,7
2433,n002603,8626,n009275,7
7602,n008180,8297,n008926,7
4673,n005022,1488,n001582,7
360,n000378,5740,n006200,7
366,n000384,4608,n004956,7
6288,n006773,7468,n008033,7
6328,n006814,3954,n004230,7
5900,n006366,538,n000563,7
5568,n006022,3908,n004178,6
1689,n001792,1777,n001890,6
6586,n007085,2804,n003008,6
1190,n001261,1991,n002122,6
6759,n007273,5778,n006239,6
1492,n001586,2473,n002644,6
5682,n006141,3105,n003327,6
4338,n004648,8227,n008851,6
8019,n008631,3236,n003464,6
5743,n006203,8626,n009275,6
3788,n004048,4143,n004439,6
1887,n002010,1061,n001120,6
1654,n001756,3347,n003583,6
8496,n009136,7790,n008382,6
3600,n003852,1182,n001252,6
2357,n002520,5778,n006239,6
1485,n001579,5886,n006352,6
4735,n005087,3778,n004038,6
8586,n009234,1819,n001936,6
8494,n009134,7790,n008382,6
8390,n009025,8426,n009062,6
2742,n002944,1670,n001772,6
7392,n007947,3141,n003364,6
5591,n006045,2872,n003077,6
4730,n005082,1493,n001587,6
2843,n003048,3367,n003605,6
4707,n005057,28,n000032,6
4734,n005086,2941,n003154,6
5468,n005917,5198,n005605,6
6718,n007227,7056,n007586,6
3935,n004210,7005,n007530,6
7738,n008328,2296,n002454,6
4463,n004791,4363,n004681,6
4310,n004617,4669,n005018,6
3670,n003927,163,n000176,6
8467,n009104,4476,n004809,6
2748,n002950,8496,n009136,6
7626,n008206,2168,n002316,6
796,n000840,5951,n006418,6
6289,n006774,2941,n003154,6
4473,n004806,1492,n001586,6
325,n000342,558,n000584,6
767,n000809,2889,n003097,6
535,n000560,4759,n005116,6
1885,n002007,1905,n002029,6
7738,n008328,730,n000769,6
7739,n008329,6874,n007394,6
3133,n003355,8496,n009136,6
978,n001035,7693,n008279,6
6027,n006499,6026,n006498,6
2456,n002627,1572,n001668,6
6273,n006757,3721,n003979,6
7185,n007726,7478,n008046,6
4600,n004948,5083,n005483,6
2404,n002570,6756,n007270,6
2789,n002991,2806,n003011,6
4898,n005274,3802,n004063,6
5780,n006241,820,n000865,6
5005,n005399,1933,n002058,6
5877,n006342,6553,n007051,6
5708,n006167,1733,n001843,6
6376,n006864,8437,n009073,6
1585,n001684,8083,n008700,6
5763,n006224,127,n000136,6
7985,n008592,3608,n003860,6
885,n000933,6103,n006579,6
5687,n006146,4589,n004936,6
5999,n006469,535,n000560,6
3456,n003701,5485,n005934,6
4717,n005067,8604,n009253,6
7675,n008258,4887,n005263,6
7787,n008379,3259,n003489,6
8385,n009020,2456,n002627,6
8366,n009000,8477,n009115,6
4713,n005063,4459,n004785,6
3568,n003819,1113,n001178,6
8519,n009159,68,n000073,6
7395,n007952,74,n000080,6
3398,n003639,7933,n008536,6
3872,n004141,1562,n001658,6
4822,n005195,6919,n007442,6
5055,n005453,1726,n001834,6
4060,n004345,1791,n001905,6
4985,n005378,4589,n004936,6
3786,n004046,3093,n003315,6
606,n000635,4016,n004299,6
4399,n004720,5748,n006208,6
5689,n006148,4247,n004549,6
7709,n008295,5876,n006341,6
4246,n004548,3842,n004109,6
3262,n003493,1427,n001518,6
2894,n003102,1152,n001221,6
8498,n009138,3960,n004237,6
5379,n005820,2412,n002579,6
5879,n006344,8482,n009120,6
5178,n005584,2591,n002779,6
1157,n001226,5028,n005423,6
465,n000488,74,n000080,6
1179,n001249,327,n000344,6
1153,n001222,4897,n005273,6
305,n000322,4442,n004767,6
5689,n006148,7271,n007814,6
4683,n005032,4004,n004285,6
3812,n004076,5058,n005456,6
3633,n003887,7787,n008379,6
2438,n002609,4938,n005323,6
1650,n001752,6181,n006661,6
4473,n004806,4728,n005080,6
4343,n004654,4569,n004913,6
6274,n006758,7817,n008410,6
5932,n006398,7052,n007582,6
8298,n008927,3885,n004154,6
1564,n001660,4830,n005203,6
6711,n007220,3420,n003663,6
5313,n005743,6501,n006996,6
4724,n005076,5028,n005423,6
5808,n006270,3140,n003363,6
6379,n006867,873,n000920,6
3252,n003482,6874,n007394,6
1595,n001695,1152,n001221,6
2486,n002660,1463,n001556,6
1474,n001567,4116,n004410,6
2123,n002266,4373,n004691,6
5970,n006438,5461,n005909,6
2715,n002917,7005,n007530,6
1882,n002004,3420,n003663,6
2350,n002512,1196,n001267,6
8465,n009102,1494,n001588,6
6113,n006590,4469,n004800,6
2107,n002246,4792,n005162,6
8490,n009130,2433,n002603,6
3335,n003571,6237,n006721,6
7478,n008046,6580,n007079,6
5011,n005405,7186,n007727,6
1324,n001409,2591,n002779,6
5548,n006002,8259,n008885,6
5690,n006149,147,n000160,6
4410,n004732,4845,n005218,6
5843,n006308,2589,n002777,6
5789,n006251,2279,n002437,6
4370,n004688,3449,n003694,6
7012,n007538,8454,n009091,6
4734,n005086,3322,n003557,6
8103,n008722,5733,n006193,6
2978,n003191,740,n000781,6
2092,n002230,2787,n002989,6
4467,n004797,4008,n004290,6
4012,n004294,6942,n007465,6
8493,n009133,1405,n001496,6
4881,n005257,2907,n003117,6
2857,n003062,6998,n007523,6
4858,n005234,567,n000593,6
4136,n004432,7409,n007968,6
2894,n003102,7834,n008428,6
4182,n004483,1856,n001975,6
5228,n005644,8481,n009119,6
2745,n002947,1113,n001178,6
6863,n007380,5668,n006126,6
3753,n004013,2907,n003117,6
8067,n008684,1463,n001556,6
7721,n008307,4000,n004280,6
7183,n007724,7436,n007995,6
3464,n003709,5703,n006162,6
7437,n007996,496,n000519,6
4458,n004784,3780,n004040,6
2988,n003201,5108,n005509,6
2593,n002781,2296,n002454,6
2123,n002266,5937,n006403,6
8496,n009136,4469,n004800,6
1951,n002076,2051,n002187,6
360,n000378,7478,n008046,6
8011,n008621,3859,n004128,6
271,n000288,4950,n005338,6
3073,n003293,2216,n002366,6
6293,n006778,1492,n001586,6
2451,n002622,530,n000555,6
5107,n005508,1976,n002105,6
2333,n002493,2599,n002787,5
4806,n005176,2216,n002366,5
8379,n009013,4449,n004775,5
7034,n007563,2296,n002454,5
1767,n001880,2467,n002638,5
8520,n009160,4188,n004490,5
7790,n008382,4363,n004681,5
2473,n002644,4736,n005089,5
4061,n004347,763,n000805,5
7876,n008472,1427,n001518,5
8626,n009275,5762,n006223,5
643,n000676,2000,n002131,5
4123,n004418,2099,n002237,5
2395,n002560,5691,n006150,5
3259,n003489,7787,n008379,5
3838,n004105,3393,n003633,5
5413,n005859,5307,n005737,5
2447,n002618,74,n000080,5
454,n000476,740,n000781,5
5803,n006265,5461,n005909,5
7412,n007971,1423,n001514,5
1888,n002011,5003,n005397,5
4588,n004935,4727,n005079,5
1521,n001615,8531,n009171,5
7249,n007792,7904,n008504,5
4248,n004550,1494,n001588,5
517,n000542,1791,n001905,5
6724,n007233,4188,n004490,5
971,n001028,3375,n003615,5
5856,n006321,3409,n003650,5
673,n000708,6874,n007394,5
330,n000347,5827,n006289,5
8375,n009009,7779,n008371,5
5579,n006033,6427,n006917,5
1905,n002029,3908,n004178,5
761,n000803,5760,n006221,5
5208,n005617,4946,n005333,5
3883,n004152,1078,n001139,5
3135,n003358,4247,n004549,5
758,n000800,2433,n002603,5
4732,n005084,1494,n001588,5
7835,n008429,8503,n009143,5
5229,n005645,352,n000370,5
5020,n005414,2216,n002366,5
1796,n001910,882,n000930,5
6643,n007145,2804,n003008,5
545,n000570,2889,n003097,5
5468,n005917,2707,n002909,5
8168,n008790,2296,n002454,5
2044,n002179,3499,n003746,5
7513,n008083,6012,n006483,5
6477,n006970,3819,n004084,5
7658,n008240,3040,n003257,5
6211,n006694,7554,n008128,5
7441,n008000,6311,n006796,5
8412,n009048,4938,n005323,5
8574,n009220,6584,n007083,5
5077,n005477,4226,n004528,5
663,n000697,7708,n008294,5
1225,n001301,5937,n006403,5
6577,n007076,3643,n003899,5
6871,n007391,2424,n002593,5
7755,n008346,8442,n009078,5
1085,n001147,7953,n008557,5
3353,n003590,3885,n004154,5
1770,n001883,2800,n003004,5
7098,n007630,4343,n004654,5
311,n000328,1479,n001572,5
890,n000939,6628,n007129,5
7344,n007892,7682,n008266,5
6905,n007427,1922,n002047,5
2197,n002346,7851,n008447,5
7297,n007842,3493,n003740,5
8497,n009137,2433,n002603,5
2682,n002879,4449,n004775,5
7135,n007672,1933,n002058,5
5694,n006153,2296,n002454,5
3523,n003771,2412,n002579,5
3277,n003508,1494,n001588,5
8479,n009117,4589,n004936,5
6533,n007031,4241,n004543,5
4463,n004791,4476,n004809,5
7905,n008505,8227,n008851,5
2081,n002218,6267,n006751,5
4129,n004425,5701,n006160,5
6376,n006864,4451,n004777,5
2745,n002947,1181,n001251,5
4983,n005375,327,n000344,5
6717,n007226,3456,n003701,5
7969,n008576,6372,n006860,5
4226,n004528,4236,n004538,5
8448,n009084,4469,n004800,5
2489,n002663,1182,n001252,5
8601,n009250,5477,n005926,5
7123,n007658,7790,n008382,5
5814,n006276,4950,n005338,5
1405,n001496,827,n000872,5
8303,n008933,3130,n003352,5
1509,n001603,5132,n005534,5
7819,n008412,4284,n004591,5
709,n000748,730,n000769,5
129,n000138,147,n000160,5
2708,n002910,3608,n003860,5
4476,n004809,4363,n004681,5
4557,n004899,2494,n002670,5
7534,n008104,1670,n001772,5
2265,n002422,308,n000325,5
8282,n008911,3660,n003916,5
7490,n008060,4661,n005010,5
4292,n004599,1011,n001069,5
7137,n007675,1819,n001936,5
2326,n002486,6416,n006905,5
1628,n001730,277,n000294,5
5803,n006265,4236,n004538,5
1109,n001173,1744,n001855,5
4590,n004937,7650,n008232,5
7246,n007789,125,n000134,5
6042,n006514,8367,n009001,5
6687,n007195,3421,n003664,5
795,n000839,4589,n004936,5
7416,n007975,8119,n008738,5
6447,n006938,4030,n004313,5
181,n000195,7407,n007966,5
6951,n007475,4314,n004622,5
1346,n001432,6074,n006548,5
2903,n003112,6359,n006846,5
6217,n006700,2094,n002232,5
1051,n001110,3887,n004156,5
6718,n007227,3976,n004256,5
608,n000637,5454,n005902,5
4736,n005089,4469,n004800,5
5390,n005835,7005,n007530,5
6605,n007105,8004,n008612,5
5916,n006382,2000,n002131,5
5604,n006060,5028,n005423,5
7749,n008340,2889,n003097,5
1570,n001666,6911,n007433,5
5627,n006083,456,n000478,5
2116,n002255,4506,n004844,5
8467,n009104,4008,n004290,5
606,n000635,7740,n008330,5
134,n000143,7271,n007814,5
6787,n007302,6663,n007170,5
6040,n006512,4207,n004509,5
8572,n009218,1463,n001556,5
2473,n002644,4469,n004800,5
5110,n005511,1570,n001666,5
5282,n005708,8227,n008851,5
5294,n005721,3782,n004042,5
4767,n005127,1986,n002117,5
4736,n005089,5083,n005483,5
4588,n004935,4008,n004290,5
6107,n006583,4188,n004490,5
1616,n001718,3408,n003649,5
272,n000289,1320,n001405,5
8466,n009103,4474,n004807,5
2078,n002214,3076,n003296,5
8430,n009066,7186,n007727,5
7153,n007691,5785,n006246,5
5509,n005959,453,n000475,5
7288,n007833,1271,n001354,5
8385,n009020,5256,n005678,5
6507,n007002,2928,n003139,5
3027,n003244,3934,n004209,5
3884,n004153,8052,n008667,5
4736,n005089,1494,n001588,5
4801,n005171,1614,n001716,5
3057,n003275,3058,n003276,5
5440,n005888,6291,n006776,5
4973,n005364,2000,n002131,5
1861,n001982,58,n000063,5
7931,n008534,6834,n007349,5
1985,n002116,1614,n001716,5
2954,n003167,4716,n005066,5
4159,n004457,7594,n008171,5
2604,n002792,1396,n001487,5
3977,n004257,6959,n007483,5
8626,n009275,7271,n007814,5
317,n000334,5765,n006226,5
6613,n007113,771,n000813,5
5762,n006223,2433,n002603,5
2035,n002170,8521,n009161,5
7058,n007588,5431,n005879,5
3248,n003477,3778,n004038,5
7127,n007662,7621,n008201,5
6017,n006488,3324,n003559,5
4662,n005011,5765,n006226,5
6193,n006674,205,n000220,5
7004,n007529,6439,n006930,5
3688,n003945,7019,n007546,5
5969,n006437,7445,n008005,5
2473,n002644,7790,n008382,5
8019,n008631,8496,n009136,5
7493,n008063,4062,n004348,5
967,n001024,439,n000461,5
4319,n004627,3416,n003658,5
1493,n001587,4461,n004787,5
3978,n004258,1463,n001556,5
5176,n005582,3354,n003591,5
1491,n001585,4469,n004800,5
1941,n002066,1626,n001728,5
8267,n008896,5282,n005708,5
3726,n003984,74,n000080,5
4575,n004921,7802,n008395,5
6467,n006959,7133,n007670,5
5391,n005836,3191,n003416,5
3981,n004261,8287,n008916,5
2276,n002434,1196,n001267,5
7262,n007805,2217,n002367,5
4730,n005082,6291,n006776,5
4720,n005071,4008,n004290,5
2002,n002133,6207,n006690,5
7341,n007889,8227,n008851,5
7707,n008293,2197,n002346,5
360,n000378,6580,n007079,5
8376,n009010,2296,n002454,5
319,n000336,2898,n003107,5
8567,n009212,8367,n009001,5
7292,n007837,2170,n002318,5
7376,n007931,4004,n004285,5
6094,n006568,2601,n002789,5
4911,n005289,1513,n001607,5
7905,n008505,3343,n003579,5
400,n000421,3357,n003595,5
1136,n001204,4473,n004806,5
1862,n001983,5678,n006137,5
8521,n009161,1078,n001139,5
7698,n008284,516,n000541,5
4584,n004931,6834,n007349,5
3252,n003482,4808,n005178,5
2603,n002791,3386,n003626,5
4473,n004806,4363,n004681,5
8512,n009152,926,n000978,5
3270,n003501,7482,n008051,5
8482,n009120,2433,n002603,5
145,n000158,6874,n007394,5
4547,n004887,1182,n001252,5
6787,n007302,6911,n007433,5
2655,n002847,246,n000262,5
5750,n006210,1933,n002058,5
2532,n002711,1280,n001363,5
5258,n005681,7933,n008536,5
5129,n005531,8285,n008914,5
4496,n004834,3130,n003352,5
6016,n006487,2812,n003017,5
5650,n006107,4469,n004800,5
3851,n004119,6010,n006481,5
5668,n006126,2433,n002603,5
2329,n002489,4116,n004410,5
5257,n005679,3523,n003771,5
7123,n007658,4363,n004681,5
7113,n007646,1406,n001497,5
26,n000030,1838,n001955,5
4400,n004721,4363,n004681,5
2763,n002965,7304,n007849,5
6124,n006601,8285,n008914,5
4168,n004467,8496,n009136,5
8139,n008758,6943,n007466,5
8272,n008901,3900,n004170,5
5590,n006044,5793,n006255,5
2216,n002366,2615,n002804,5
7522,n008092,635,n000668,5
7697,n008283,1352,n001438,5
2349,n002510,8227,n008851,5
5534,n005987,165,n000179,5
1069,n001130,6874,n007394,5
2545,n002725,3275,n003506,5
5564,n006018,1906,n002031,5
8164,n008786,2216,n002366,5
4567,n004910,571,n000598,5
1634,n001736,7162,n007701,5
475,n000498,1300,n001384,5
8479,n009117,2433,n002603,5
1715,n001822,4016,n004299,5
7467,n008032,8477,n009115,5
8185,n008807,4150,n004447,5
5476,n005925,6878,n007399,5
6347,n006834,5719,n006179,5
678,n000713,6911,n007433,5
7823,n008416,4231,n004533,5
4377,n004695,7582,n008157,5
1491,n001585,1494,n001588,5
5775,n006236,7246,n007789,5
5541,n005995,8011,n008621,5
6233,n006717,4469,n004800,5
4172,n004472,3322,n003557,5
6943,n007466,4010,n004292,5
612,n000641,1181,n001251,5
7203,n007744,3699,n003956,5
2137,n002283,4010,n004292,5
6205,n006688,4469,n004800,5
4729,n005081,6586,n007085,5
4891,n005267,30,n000034,5
826,n000871,3106,n003328,5
4368,n004686,7230,n007773,5
4731,n005083,2941,n003154,5
8212,n008836,1746,n001858,5
5853,n006318,4188,n004490,5
450,n000472,2305,n002463,5
5743,n006203,8482,n009120,5
4876,n005252,1119,n001184,5
7921,n008522,6359,n006846,5
1171,n001240,7655,n008237,5
4458,n004784,5253,n005675,5
7497,n008067,7424,n007983,5
6767,n007281,472,n000495,5
8401,n009037,4476,n004809,5
3135,n003358,8482,n009120,5
7789,n008381,3704,n003962,5
4730,n005082,7808,n008401,5
1246,n001327,4205,n004507,5
1480,n001573,4827,n005200,5
2143,n002290,7060,n007590,5
4248,n004550,4473,n004806,5
3458,n003703,1463,n001556,5
3456,n003701,2302,n002460,5
952,n001005,6616,n007116,5
530,n000555,1411,n001502,5
134,n000143,8497,n009137,5
3687,n003944,8119,n008738,5
6493,n006986,4207,n004509,5
4273,n004577,2024,n002156,5
5001,n005395,3431,n003676,5
1637,n001739,8517,n009157,5
4899,n005275,7266,n007809,5
1193,n001264,1519,n001613,5
1701,n001804,4954,n005343,5
7306,n007851,3293,n003525,5
396,n000417,3261,n003492,5
4891,n005267,352,n000370,5
2509,n002687,6181,n006661,5
2746,n002948,280,n000297,5
5475,n005924,7660,n008242,5
6940,n007463,3934,n004209,5
3147,n003370,2296,n002454,5
1630,n001732,3647,n003903,5
6100,n006576,4897,n005273,5
7271,n007814,8497,n009137,5
5329,n005763,2591,n002779,5
5858,n006323,2359,n002522,5
7875,n008471,1945,n002070,5
4476,n004809,1494,n001588,5
5533,n005986,6919,n007442,5
2539,n002719,2296,n002454,5
2182,n002331,3259,n003489,5
4575,n004921,5765,n006226,5
6235,n006719,3420,n003663,5
7187,n007728,352,n000370,5
6715,n007224,3130,n003352,5
7712,n008298,1494,n001588,5
5698,n006157,6291,n006776,5
2954,n003167,4008,n004290,5
611,n000640,1984,n002115,5
2209,n002359,2707,n002909,5
717,n000756,1427,n001518,5
6102,n006578,2589,n002777,5
3873,n004142,1819,n001936,5
5643,n006100,8312,n008943,5
5351,n005790,680,n000715,5
6728,n007237,4855,n005230,5
4248,n004550,4008,n004290,5
5342,n005778,2725,n002927,5
4234,n004536,5895,n006361,5
6846,n007362,4016,n004299,5
4497,n004835,3830,n004097,5
4736,n005089,4249,n004551,5
7548,n008122,2961,n003174,5
663,n000697,7953,n008557,5
4604,n004952,2103,n002241,5
4053,n004337,6010,n006481,5
2255,n002410,7748,n008339,5
3640,n003895,7607,n008186,5
7025,n007553,4016,n004299,5
4906,n005284,4241,n004543,5
3792,n004053,1417,n001508,5
7895,n008495,7712,n008298,5
2012,n002143,5484,n005933,5
717,n000756,2433,n002603,5
7641,n008223,1166,n001235,5
4589,n004936,2941,n003154,5
2954,n003167,7792,n008384,5
2342,n002502,5178,n005584,5
2753,n002955,4817,n005190,5
6205,n006688,4728,n005080,5
203,n000218,292,n000309,5
1032,n001090,2683,n002881,5
770,n000812,1423,n001514,5
4618,n004966,7650,n008232,5
610,n000639,221,n000236,5
4641,n004989,5282,n005708,5
3081,n003302,4846,n005219,5
3067,n003286,7735,n008324,5
2954,n003167,1405,n001496,5
5069,n005467,3116,n003338,5
5476,n005925,8004,n008612,5
3053,n003271,7877,n008473,5
1805,n001919,6718,n007227,5
4168,n004467,4363,n004681,5
1761,n001873,5485,n005934,5
5714,n006174,2482,n002654,5
745,n000787,2992,n003206,5
3641,n003897,754,n000796,5
7672,n008255,3032,n003249,5
8290,n008919,6666,n007173,5
7420,n007979,6599,n007098,5
2316,n002476,2296,n002454,5
1502,n001596,8087,n008704,5
3744,n004002,3941,n004216,5
8479,n009117,4247,n004549,5
4288,n004595,7227,n007770,5
6205,n006688,4249,n004551,5
2440,n002611,1545,n001639,5
3879,n004148,1456,n001549,5
7428,n007987,455,n000477,5
4728,n005080,8404,n009040,5
3135,n003358,5668,n006126,5
4822,n005195,6834,n007349,5
3257,n003487,1091,n001154,5
6750,n007264,3610,n003862,5
7607,n008186,7445,n008005,5
2940,n003153,2941,n003154,5
3295,n003527,6023,n006494,5
3193,n003418,2378,n002542,5
134,n000143,8626,n009275,5
8227,n008851,3343,n003579,5
4254,n004557,1152,n001221,5
6869,n007388,1411,n001502,5
7206,n007747,4188,n004490,5
7062,n007592,820,n000865,4
3375,n003615,2359,n002522,4
1600,n001700,1468,n001561,4
2058,n002194,235,n000250,4
1277,n001360,2305,n002463,4
8505,n009145,5778,n006239,4
127,n000136,3332,n003567,4
6606,n007106,8297,n008926,4
2938,n003151,3565,n003816,4
4083,n004373,7965,n008572,4
2564,n002745,6768,n007282,4
3601,n003853,1289,n001373,4
5047,n005444,7839,n008433,4
2277,n002435,3859,n004128,4
2541,n002721,7421,n007980,4
6591,n007090,2617,n002806,4
4169,n004468,6142,n006619,4
5229,n005645,1614,n001716,4
6215,n006698,828,n000873,4
568,n000594,3492,n003739,4
2832,n003037,5132,n005534,4
5333,n005768,5003,n005397,4
5525,n005978,147,n000160,4
6971,n007495,1976,n002105,4
3159,n003383,4309,n004616,4
453,n000475,7056,n007586,4
8274,n008903,3859,n004128,4
8497,n009137,5689,n006148,4
3350,n003586,2000,n002131,4
7026,n007554,2174,n002322,4
6761,n007275,551,n000577,4
8323,n008955,8299,n008928,4
3085,n003306,4226,n004528,4
6041,n006513,1592,n001692,4
2939,n003152,7854,n008450,4
3133,n003355,4600,n004948,4
2637,n002827,6501,n006996,4
5160,n005563,2064,n002200,4
4639,n004987,6783,n007298,4
8295,n008924,8141,n008760,4
6133,n006610,1219,n001292,4
576,n000603,3261,n003492,4
5952,n006420,3717,n003975,4
467,n000490,5717,n006177,4
7386,n007941,4364,n004682,4
5024,n005419,1240,n001320,4
2597,n002785,4448,n004774,4
7398,n007955,4356,n004672,4
3778,n004038,6051,n006523,4
4580,n004927,8499,n009139,4
2434,n002605,6167,n006645,4
7157,n007695,6692,n007200,4
2526,n002705,1702,n001805,4
7612,n008191,2761,n002963,4
4683,n005032,169,n000183,4
7133,n007670,7802,n008395,4
1767,n001880,3449,n003694,4
1313,n001397,2216,n002366,4
1839,n001957,7349,n007897,4
8255,n008881,6707,n007216,4
2619,n002808,882,n000930,4
4494,n004832,8404,n009040,4
8339,n008972,1470,n001563,4
6161,n006639,2218,n002368,4
2776,n002978,2693,n002895,4
1011,n001069,6554,n007052,4
2274,n002432,3088,n003310,4
5083,n005483,4600,n004948,4
4581,n004928,5698,n006157,4
8194,n008816,4663,n005012,4
5640,n006096,7507,n008077,4
4834,n005207,308,n000325,4
2544,n002724,5791,n006253,4
5223,n005638,1512,n001606,4
8613,n009262,8312,n008943,4
1528,n001622,772,n000814,4
2359,n002522,4805,n005175,4
7128,n007663,6559,n007057,4
3068,n003287,2104,n002242,4
1425,n001516,2426,n002595,4
3731,n003989,7137,n007675,4
4656,n005005,7200,n007741,4
2066,n002202,5673,n006131,4
4473,n004806,1669,n001771,4
3812,n004076,8203,n008825,4
2326,n002486,3088,n003310,4
5942,n006408,2241,n002396,4
